author,date,push,title,url
radi035,10/20,6,Re: [新聞] 60年最慘！六合夜市爆50攤歇業止血 業者,/bbs/Gossiping/M.1603205435.A.96A.html
ttww1991,10/20,2,Re: [問卦] 幫小孩買房的父母多嗎？,/bbs/Gossiping/M.1603205499.A.F49.html
tekiero,10/20,5,[問卦] 橫濱流星和吉澤亮,/bbs/Gossiping/M.1603205553.A.925.html
david0426,10/20,6,[問卦] 活到幾歲才會放棄追逐夢想,/bbs/Gossiping/M.1603205587.A.C45.html
silencepap,10/20,7,Re: [新聞] 60年最慘！六合夜市爆50攤歇業止血 業者,/bbs/Gossiping/M.1603205589.A.F94.html
UYan,10/20,2,[問卦] 果粉是不是世界上最大的邪教組織,/bbs/Gossiping/M.1603205590.A.0E9.html
leocean9816,10/20,4,[新聞] 印尼拒讓美國海上偵察機着陸加油,/bbs/Gossiping/M.1603204575.A.801.html
angierlee,10/20,6,Re: [問卦] 夜市這種東西在台灣是不是該慢慢退場了,/bbs/Gossiping/M.1603204575.A.D30.html
johnny9667,10/20,2,Re: [問卦] 夜市這種東西在台灣是不是該慢慢退場了,/bbs/Gossiping/M.1603204639.A.D61.html
ltytw,10/20,1,Re: [問卦] 長期拿洗髮乳來洗身體會有甚麼後果嗎？,/bbs/Gossiping/M.1603204649.A.ACB.html
abc1204,10/20,2,Re: [問卦] 台灣民調 川普當選看好度高達77%？,/bbs/Gossiping/M.1603204683.A.C69.html
qq11890664,10/20,3,[問卦] 薑母鴨,/bbs/Gossiping/M.1603204702.A.391.html
chen0625,10/20,3,Re: [問卦] 暗棋到底可不可以暗著連吃,/bbs/Gossiping/M.1603204841.A.319.html
ZMittermeyer,10/20,1,Re: [問卦] 夜市這種東西在台灣是不是該慢慢退場了,/bbs/Gossiping/M.1603204849.A.DF1.html
rote,10/20,1,Re: [新聞] 藍委4度杯葛施政報告 蘇貞昌批：霸佔議場,/bbs/Gossiping/M.1603204854.A.872.html
gentleman888,10/20,2,[問卦] 舉肥宅在「自殺崖」拍照很帥嗎？☺☺☺,/bbs/Gossiping/M.1603204934.A.47D.html
wdz1223,10/20,3,[問卦] 老人以為是武漢肺炎疫苗缺貨？,/bbs/Gossiping/M.1603205047.A.588.html
ccyaztfe,10/20,2,Re: [新聞] 網美賣春比例「2成暴增到7成」入行10年女,/bbs/Gossiping/M.1603205077.A.212.html
awei6225,10/20,2,[新聞] 物流業再傳死亡事故！宅配員痛訴「遭公司,/bbs/Gossiping/M.1603205086.A.22F.html
kauosong,10/20,13,[問卦] 最近怎麼流行把安全帽放在機車坐墊？,/bbs/Gossiping/M.1603204041.A.BEC.html
nodnarb1027,10/20,15,[新聞] 小巨人／遭霸凌、求職沒人敢用　侏儒症患,/bbs/Gossiping/M.1603204062.A.208.html
jared221,10/20,7,[問卦] 驚!貓貓打哈欠不摀住嘴巴?!!(貓貓陣線)☺,/bbs/Gossiping/M.1603204081.A.7B1.html
EvilPrada,10/20,9,[問卦] 韓語對父母親稱呼的差異,/bbs/Gossiping/M.1603204101.A.D28.html
cimo764,10/20,2,Re: [新聞] 60年最慘！六合夜市爆50攤歇業止血 業者,/bbs/Gossiping/M.1603204167.A.ECF.html
s820912gmail,10/20,1,[問卦] 仁品是花枝丸界第一把交椅嗎？,/bbs/Gossiping/M.1603204168.A.295.html
kikiki37,10/20,3,Re: [問卦] 吉高由里子的八卦,/bbs/Gossiping/M.1603204169.A.ABB.html
aa1052026,10/20,2,[新聞] 藍委4度杯葛施政報告 蘇貞昌批：霸佔議場,/bbs/Gossiping/M.1603204175.A.658.html
PrinceKanto,10/20,7,[問卦] 日本偶像女團的台灣粉絲主力是大叔嗎?,/bbs/Gossiping/M.1603204181.A.F3C.html
ffreakk,10/20,5,[問卦] 客家人炒菜會放肉絲嗎,/bbs/Gossiping/M.1603204214.A.951.html
parkinque,10/20,7,Re: [新聞] 台中人多有錢？ 持有6戶以上房屋者高達,/bbs/Gossiping/M.1603204261.A.3B0.html
twmadrid,10/20,2,Re: [新聞] 拜登養精蓄銳 辯論會前活動暫停、行程保,/bbs/Gossiping/M.1603204284.A.A9D.html
webmay,10/20,30,[問卦] 請問喪禮唸經的問題,/bbs/Gossiping/M.1603204312.A.B12.html
ilyj2012,10/20,X1,[爆卦] 中國三季度GDP增速4.9%的消息刷爆推特!!,/bbs/Gossiping/M.1603204392.A.BDB.html
sunbysea,10/20,15,[新聞] 【一線採訪】民眾廈門舉橫幅要中共下台,/bbs/Gossiping/M.1603204403.A.C2E.html
medama,10/20,5,[新聞] 浙江省開第一槍 紹興今開放新冠疫苗預約,/bbs/Gossiping/M.1603204447.A.5E5.html
IzumiKonata,10/20,10,Re: [新聞] 網美賣春比例「2成暴增到7成」入行10年女,/bbs/Gossiping/M.1603204489.A.D0A.html
schwalbe,10/20,8,[新聞] 德法兩國投入2億歐元研發下一代主力戰車,/bbs/Gossiping/M.1603204539.A.3D3.html
ApAzusa126,10/20,7,Re: [問卦] 名偵探柯南截至目前總計有多少死者？,/bbs/Gossiping/M.1603203614.A.262.html
e1447e,10/20,爆,[問卦] 有親眼見過哪個藝人,/bbs/Gossiping/M.1603203625.A.FDA.html
kbt2720,10/20,3,[問卦] 酸民在現實中什麼樣子？,/bbs/Gossiping/M.1603203642.A.CD5.html
poweroflove,10/20,1,Re: [新聞] 支持同性戀違反教會宗旨...南韓牧師祝福,/bbs/Gossiping/M.1603203651.A.E8B.html
SydLrio,10/20,9,[問卦] 有人吃過板塊牛排嗎？,/bbs/Gossiping/M.1603203720.A.E32.html
MagicMoney,10/20,3,[新聞] 中選會:國民黨反瘦肉精公投聽證會 11/6舉行,/bbs/Gossiping/M.1603203724.A.BBD.html
Tsaimao,10/20,4,[新聞] 好痛！汽、機車相撞 騎士屁屁插中鐵條,/bbs/Gossiping/M.1603203935.A.73C.html
Zcould,10/20,12,[問卦] 夜市這種東西在台灣是不是該慢慢退場了,/bbs/Gossiping/M.1603203943.A.330.html
miss80423,10/20,1,[問卦] 為什麼大家都不懂七海麻美的好？？？,/bbs/Gossiping/M.1603204008.A.6A0.html
linchen1121,10/20,6,Re: [問卦] 乃木、櫻與日向三個坂道目前的挑戰？,/bbs/Gossiping/M.1603204013.A.660.html
JuanMaestrow,10/20,2,[問卦] 有沒有帶布口罩沒用的八卦？,/bbs/Gossiping/M.1603204026.A.80B.html
saiulbb,10/20,7,[問卦] 長期拿洗髮乳來洗身體會有甚麼後果嗎？,/bbs/Gossiping/M.1603204026.A.90E.html
Whitening,10/20,6,[問卦] 現在誰還相信陳同佳是真心想投案??,/bbs/Gossiping/M.1603202833.A.D5A.html
saiulbb,10/20,2,[新聞] 道奇球迷超狂　送世界大賽門票、機票,/bbs/Gossiping/M.1603203005.A.1BC.html
joy2105feh,10/20,16,[新聞] 全球第一！英國徵求志願者 刻意感染新冠,/bbs/Gossiping/M.1603203075.A.D9A.html
ilovettb,10/20,7,Re: [新聞] 60年最慘！六合夜市爆50攤歇業止血,/bbs/Gossiping/M.1603203147.A.515.html
kimura0701,10/20,4,[問卦] 父權紅利要怎麼兌換,/bbs/Gossiping/M.1603203154.A.F0A.html
gracew0709,10/20,1,[問卦] 台灣夜市有什麼特色嗎,/bbs/Gossiping/M.1603203254.A.A19.html
sleepyuan,10/20,5,Re: [問卦] 中正一分局前大批記者待聯訪,/bbs/Gossiping/M.1603203281.A.CDC.html
fenway18,10/20,2,[新聞] 帶快遞箱取餐被提醒！外送員暴氣推嗆店家,/bbs/Gossiping/M.1603203309.A.D38.html
njxmzxc,10/20,2,Re: [新聞]追加流感疫苗？國光：蛋雞早已超齡 來不及,/bbs/Gossiping/M.1603203329.A.4D3.html
ltytw,10/20,4,[問卦] 有沒有現在電視台24H操中控室的八卦,/bbs/Gossiping/M.1603203359.A.7E4.html
hithaman,10/20,爆,Re: [新聞] 視察智慧校園4.0 柯文哲：北一女計畫是,/bbs/Gossiping/M.1603203487.A.301.html
zxc881230,10/20,9,[問卦] 暗棋到底可不可以暗著連吃,/bbs/Gossiping/M.1603203523.A.DFB.html
oftisa,10/20,3,Re: [新聞] 60年最慘！六合夜市爆50攤歇業止血 業者,/bbs/Gossiping/M.1603203560.A.612.html
chen0625,10/20,1,[問卦] 發文會看這篇值多少p幣嗎?,/bbs/Gossiping/M.1603202369.A.126.html
henryhao,10/20,14,[問卦] 賓士c300 車聚會發生什麼事？？,/bbs/Gossiping/M.1603202397.A.1A7.html
l23l23,10/20,2,Re: [新聞] 60年最慘！六合夜市爆50攤歇業止血 業者,/bbs/Gossiping/M.1603202409.A.CDB.html
XOEX,10/20,28,[問卦] 老干媽是啥鬼？,/bbs/Gossiping/M.1603202446.A.988.html
kent00216,10/20,1,[問卦] 有沒有學姐要我當她的打工男友的八卦？,/bbs/Gossiping/M.1603202542.A.41B.html
kikiki37,10/20,29,[問卦] 想跟本田翼一起做運動!,/bbs/Gossiping/M.1603202660.A.4AB.html
liudwan,10/20,1,[問卦] 為何台灣麥當勞不賣辣味雞塊？,/bbs/Gossiping/M.1603202690.A.3B9.html
ffreakk,10/20,7,[問卦] 有人成功用過番茄時鐘法嗎,/bbs/Gossiping/M.1603202711.A.2AD.html
ncc5566,10/20,4,[問卦] 新竹師院在哪裡啊??,/bbs/Gossiping/M.1603202716.A.C17.html
peterlin495,10/20,3,[問卦] 為啥一堆人找工作都要往台北找啊??,/bbs/Gossiping/M.1603202717.A.F6B.html
ilyj2012,10/20,X1,[新聞] CNN：中國防疫的成功 證明封城只是第一步,/bbs/Gossiping/M.1603202749.A.88F.html
iamjimhaha,10/20,13,[問卦] 有沒有iphone12藍色的八卦？,/bbs/Gossiping/M.1603202757.A.FE9.html
Kay731,10/20,2,Re: [新聞] 22K男「婚宴包1200」沒喜餅　新娘媽洗臉,/bbs/Gossiping/M.1603202767.A.843.html
surimodo,10/20,22,[問卦] 普悠瑪事件兩周年告訴我們什麼道理,/bbs/Gossiping/M.1603202795.A.6B6.html
aabbcc520,10/20,4,[問卦] 女朋友從後面抱住你是甚麼感覺的八卦,/bbs/Gossiping/M.1603201949.A.94A.html
kakakakak,10/20,2,[問卦] 沒看過鬼滅之刃是不是宅宅失格,/bbs/Gossiping/M.1603201993.A.FF6.html
greenmiracle,10/20,1,[新聞] 孕婦想剖腹產被拒絕！　醫生接生太用力「,/bbs/Gossiping/M.1603202012.A.C86.html
areses,10/20,2,Re: [新聞] 中國「11、12月驚奇」將現?金融時報專欄:,/bbs/Gossiping/M.1603202020.A.A54.html
magic1104,10/20,6,Re: [問卦] 煮牛肉麵的滷包？,/bbs/Gossiping/M.1603202038.A.DB8.html
e1447e,10/20,14,[問卦] 在台灣誰最像岳不群,/bbs/Gossiping/M.1603202039.A.A59.html
ezJapan,10/20,8,[問卦] 有乳糖不耐症的人多嗎?,/bbs/Gossiping/M.1603202093.A.935.html
Schrodingers,10/20,1,[問卦] 台北的便當店很便宜??,/bbs/Gossiping/M.1603202148.A.E16.html
Goo4u,10/20,12,[新聞] 台中人多有錢？ 持有6戶以上房屋者高達,/bbs/Gossiping/M.1603202190.A.6B3.html
GPX2020,10/20,5,Re: [新聞] 18歲恐怖分子斬首法國教師！　4學生為了,/bbs/Gossiping/M.1603202198.A.9F3.html
Sinreigensou,10/20,46,[問卦] 台北市行人垃圾桶是不是絕跡了啊,/bbs/Gossiping/M.1603202242.A.C8E.html
rdadi,10/20,1,Re: [新聞] 60年最慘！六合夜市爆50攤歇業止血 業者,/bbs/Gossiping/M.1603202278.A.EBE.html
xxx80076,10/20,4,"[問卦] 急！外送R到正妹,如何讓她對我有好印象",/bbs/Gossiping/M.1603202288.A.F75.html
Lenienter,10/20,4,[問卦] 中正一分局前大批記者待聯訪,/bbs/Gossiping/M.1603202291.A.E63.html
sasaki3630,10/20,6,[問卦] 妹妹寫情書給我Peko♥,/bbs/Gossiping/M.1603202331.A.C4F.html
soi1dsnake,10/20,2,[問卦] 洋男把妹，開場白都說什麼,/bbs/Gossiping/M.1603202367.A.065.html
soi1dsnake,10/20,5,[問卦] AKB48 TTP的邱品涵越看越可愛怎麼半,/bbs/Gossiping/M.1603201450.A.62E.html
sodistrues,10/20,1,[問卦]未央奈是二期生 乃木坂營運算很捧她吧？,/bbs/Gossiping/M.1603201542.A.8C8.html
jujusun,10/20,2,Re: [新聞] 60年最慘！六合夜市爆50攤歇業止血 業者,/bbs/Gossiping/M.1603201546.A.131.html
phy1234,10/20,2,[問卦] 洋男在台灣單身機率是不是超高,/bbs/Gossiping/M.1603201567.A.0B1.html
Dark3355,10/20,1,[新聞] 俄國網攻軌跡遍及全球！法國總統大選、,/bbs/Gossiping/M.1603201669.A.7F3.html
kinghole,10/20,3,Re: [新聞] 共軍部署東風-17 蘇揆霸氣回嗆,/bbs/Gossiping/M.1603201688.A.C02.html
CHL98,10/20,2,[新聞] 22K男「婚宴包1200」沒喜餅　新娘媽洗臉,/bbs/Gossiping/M.1603201716.A.3F9.html
Francise,10/20,1,[問卦] 婚宴包600可以讓他吃嗎？,/bbs/Gossiping/M.1603201737.A.F6D.html
lamigo520,10/20,2,[問卦] 家電的電磁波比基地台高吧？,/bbs/Gossiping/M.1603201763.A.F68.html
lelena,10/20,20,"[問卦] 冬天馬拉松,要怎麼穿的八卦?",/bbs/Gossiping/M.1603201771.A.B6E.html
VVVV55555,10/20,1,Re: [問卦] 婚宴包600可以讓他吃嗎？,/bbs/Gossiping/M.1603201879.A.84E.html
b10485762000,10/20,3,[新聞] 假釋男涉酒駕逼車 懺悔捐20萬法官判他免,/bbs/Gossiping/M.1603201883.A.513.html
cat380015,10/20,1,[問卦] 要怎麼追宮裡的嬪妃？？急 在線等,/bbs/Gossiping/M.1603201910.A.654.html
ffreakk,10/20,7,[新聞] 變態男性侵寵物雞洩慾　妻掌鏡拍「激戰,/bbs/Gossiping/M.1603201930.A.0E5.html
alecklu,10/20,2,[問卦] 現在的饒舌歌手能跟老外全英文對話嗎?,/bbs/Gossiping/M.1603200681.A.7F6.html
emperor,10/20,4,[新聞] NMB48白間美瑠、ヘルシー＆セクシーな水着,/bbs/Gossiping/M.1603200682.A.A2E.html
JEWH,10/20,1,[問卦] 高雄這幾個月如何呢？,/bbs/Gossiping/M.1603200693.A.4B9.html
flybow,10/20,93,[新聞]追加流感疫苗？國光：蛋雞早已超齡 來不及,/bbs/Gossiping/M.1603200835.A.E70.html
GETpoint,10/20,4,[新聞] 福衛七號掩星觀測　成大發現極罕見之南,/bbs/Gossiping/M.1603200879.A.6D5.html
XXXXHAY,10/20,3,[問卦] 半人馬是一種昆蟲嗎,/bbs/Gossiping/M.1603200896.A.716.html
twmadrid,10/20,7,[問卦] 美國政治正確又很好看電視劇 電影有哪些?,/bbs/Gossiping/M.1603200999.A.DC3.html
jkl4566654,10/20,2,Re: [新聞] 60年最慘！六合夜市爆50攤歇業止血 業者,/bbs/Gossiping/M.1603201000.A.A2E.html
teddy98,10/20,10,[問卦] 台女喜歡羊腸，其實我懂,/bbs/Gossiping/M.1603201082.A.7C1.html
wowo8854,10/20,12,[問卦] 煮牛肉麵的滷包？,/bbs/Gossiping/M.1603201223.A.26A.html
xiemark,10/20,1,[新聞] 東沙軍包機無故遭阻 李雅靜：高雄議長、,/bbs/Gossiping/M.1603201275.A.DC6.html
nothisman,10/20,6,[新聞] 魏海敏吳興國王后對決 再現經典樓蘭女,/bbs/Gossiping/M.1603201352.A.46E.html
Eliphalet,10/20,18,[新聞] 18歲恐怖分子斬首法國教師！　4學生為了,/bbs/Gossiping/M.1603199981.A.ABD.html
Matz,10/20,5,[問卦] 如果(半澤)箕部啓治是在台彎會怎樣?,/bbs/Gossiping/M.1603200019.A.856.html
spector66,10/20,15,[新聞] 憂武肺2波來襲　北市府：逾15例確診擬停,/bbs/Gossiping/M.1603200025.A.726.html
tekiero,10/20,3,[問卦] 學VBA有用嗎？,/bbs/Gossiping/M.1603200035.A.BBD.html
azt911231,10/20,6,Re: [新聞] 60年最慘！六合夜市爆50攤歇業止血 業者,/bbs/Gossiping/M.1603200038.A.C69.html
scuxun,10/20,1,Re: [新聞] 60年最慘！六合夜市爆50攤歇業止血 業者,/bbs/Gossiping/M.1603200052.A.C56.html
wuyiulin,10/20,14,[問卦] 豐原吃什麼深夜美食才是巷子內的？,/bbs/Gossiping/M.1603200078.A.38B.html
q347,10/20,爆,[問卦] 有人覺得是國棟害蹦蛙娛樂做不起來的嗎??,/bbs/Gossiping/M.1603200150.A.390.html
rfvujm,10/20,34,[問卦] 我會Front Page可以找到工作嗎,/bbs/Gossiping/M.1603200173.A.402.html
IslamicState,10/20,1,[問卦] 先進國家中有跟台灣一樣天然氣不普及嗎,/bbs/Gossiping/M.1603200227.A.881.html
LastDinosaur,10/20,10,[問卦] 路上的Foodpanda是不是大幅變少了,/bbs/Gossiping/M.1603200284.A.FCA.html
VVVV55555,10/20,2,Re: [新聞] 60年最慘！六合夜市爆50攤歇業止血,/bbs/Gossiping/M.1603200380.A.B24.html
eeth,10/20,6,[新聞] EXID日本演唱會再延期 驚喜宣布辦線上演,/bbs/Gossiping/M.1603200385.A.F2D.html
HomeTogether,10/20,3,[新聞] 末場辯論主持人支持民主黨 川普:我會玩這,/bbs/Gossiping/M.1603200421.A.261.html
Minekun,10/20,4,[新聞] 台東校園驚傳棒球隊員強逼學弟「打手槍」,/bbs/Gossiping/M.1603200454.A.0F9.html
beaver,10/20,26,[問卦] テレ東又在誇台灣防疫了,/bbs/Gossiping/M.1603200459.A.995.html
SatoTakeru,10/20,6,[問卦] 如果30歲的時候我們都單身就結婚,/bbs/Gossiping/M.1603200482.A.317.html
saisai9230,10/20,9,[新聞] 桃園表兄弟酒駕騎車互載 自撞人行道釀弟死兄命危,/bbs/Gossiping/M.1603199331.A.626.html
iamshana,10/20,3,[問卦] 有家裡的長輩曾經開車過舊台24嗎？,/bbs/Gossiping/M.1603199366.A.590.html
science9686,10/20,8,[新聞] 買哪台機車CP值最高？ 內行狂讚這1款,/bbs/Gossiping/M.1603199472.A.01B.html
toastdown,10/20,53,[新聞] 萊豬進口 消基會發起「拒吃萊克多巴胺」,/bbs/Gossiping/M.1603199509.A.C62.html
phz100,10/20,4,[問卦] 半澤直樹有辦法拯救蹦蛙娛樂嗎,/bbs/Gossiping/M.1603199560.A.EA3.html
leopam,10/20,4,Re: [問卦] 輕井澤集團稱霸台灣了嗎？,/bbs/Gossiping/M.1603199618.A.501.html
ezJapan,10/20,6,[問卦] Flash寫的網頁遊戲完整轉換成HTML5有可能嗎?,/bbs/Gossiping/M.1603199681.A.71B.html
chadmu,10/20,5,[新聞] (影)紅潮來了! 帶你看搖擺州造勢現場 上,/bbs/Gossiping/M.1603199688.A.ADE.html
TWOOOOOOOOOO,10/20,6,[新聞] 兩歲吃萊豬僅不鼓勵？ 陳佩琪嗆陳時中：,/bbs/Gossiping/M.1603199769.A.4DD.html
hornydragun,10/20,8,[問卦] 一碗泡麵195元是什麼概念？,/bbs/Gossiping/M.1603199788.A.9FF.html
sunsand,10/20,2,Re: [問卦] 肯德基轉型吃到飽可行嗎？？,/bbs/Gossiping/M.1603199833.A.D68.html
cake10414,10/20,4,[新聞] 北市4318棟外牆強制檢測放寬至後年　專業,/bbs/Gossiping/M.1603199873.A.516.html
atp3306,10/20,16,[新聞] 爆不完！拜登團隊再被指吸收推特 臉書至,/bbs/Gossiping/M.1603198645.A.F9A.html
alohac,10/20,26,Re: [新聞] 60年最慘！六合夜市爆50攤歇業止血 業者,/bbs/Gossiping/M.1603198753.A.B31.html
Matz,10/20,7,[新聞] 南開科大遭控逼退資深教師 校方：申請自,/bbs/Gossiping/M.1603198771.A.172.html
joicow,10/20,爆,Re: [新聞] 60年最慘！六合夜市爆50攤歇業止血,/bbs/Gossiping/M.1603198795.A.38F.html
aabbcc520,10/20,2,[問卦] 女同事說我很難聊的八卦,/bbs/Gossiping/M.1603198835.A.A13.html
keygo,10/20,2,Re: [問卦] 南投田姓警察兒子強姦弱勢被壓下來了嗎？,/bbs/Gossiping/M.1603198936.A.BFB.html
leon105,10/20,爆,[新聞] 撕扯分食影片曝光！　飼育員遭「5隻熊拖,/bbs/Gossiping/M.1603198945.A.D82.html
wwewcwwwf,10/20,3,[問卦] 天阿！竟然有女生當小三15年,/bbs/Gossiping/M.1603199163.A.D41.html
Anddyliu,10/20,6,[新聞] 涉洩情報給中國國安人員軍情局3退役將校,/bbs/Gossiping/M.1603199187.A.978.html
ai770116,10/20,6,[新聞] 美日印澳印度洋「非常召集」！　四大民主,/bbs/Gossiping/M.1603199253.A.833.html
hahaWenZuhah,10/20,4,[問卦] 有阿嬤不疼孫子/女的嗎？,/bbs/Gossiping/M.1603197987.A.1C6.html
seth5421,10/20,6,[問卦] 臺灣厚道的人比例高嗎,/bbs/Gossiping/M.1603198000.A.E35.html
popo123456,10/20,6,Re: [新聞] 60年最慘！六合夜市爆50攤歇業止血 業者,/bbs/Gossiping/M.1603198089.A.472.html
chochofish,10/20,5,[問卦] 嫁悟空好還嫁貝吉塔?,/bbs/Gossiping/M.1603198232.A.D04.html
TeacherLin,10/20,3,[新聞] 被視為選總統的對手!侯友宜:柯文哲就愛開玩笑,/bbs/Gossiping/M.1603198265.A.3A2.html
l42857,10/20,X1,[新聞] 「領導人高度」挺中天！挺韓大將讚：讓,/bbs/Gossiping/M.1603198290.A.A73.html
Hanedas,10/20,23,[問卦]為什麼莫子儀這麼會演卻沒大紅？,/bbs/Gossiping/M.1603198302.A.BCC.html
CREA,10/20,4,[新聞] 高雄轎車高速對撞 6車受損2人輕傷,/bbs/Gossiping/M.1603198395.A.73F.html
dean1990,10/20,1,Re: [問卦] 川普要怎麼破解只開一支麥克風？,/bbs/Gossiping/M.1603198396.A.60B.html
ComeThrough,10/20,17,[問卦] 包莖軟屌洋男憑什麼和台女做愛？,/bbs/Gossiping/M.1603198404.A.7E5.html
gogobar,10/20,6,[問卦] 硬要貸款買車的智障在想什麼？,/bbs/Gossiping/M.1603198504.A.42D.html
poweroflove,10/20,7,[問卦] 霸凌甲甲有多爽?,/bbs/Gossiping/M.1603198517.A.DAE.html
GeogeBye,10/20,19,[新聞] 盼「NCC嚴格審查」 王婉諭曝中天恐遭撤,/bbs/Gossiping/M.1603197257.A.DEF.html
teeheehee,10/20,3,[問卦] 川普如果輸拜登是meme界一大損失嗎？,/bbs/Gossiping/M.1603197263.A.C41.html
peterlin495,10/20,爆,[新聞] 60年最慘！六合夜市爆50攤歇業止血 業者,/bbs/Gossiping/M.1603197338.A.423.html
createlight,10/20,3,[新聞] 白宮幕僚長：政府將對科技巨頭提起訴訟,/bbs/Gossiping/M.1603197369.A.73A.html
ocaen5566,10/20,10,[問卦] 2020影響你最深的藝人,/bbs/Gossiping/M.1603197451.A.C39.html
minipig1127,10/20,4,[問卦] 台灣為啥不郵寄投票?,/bbs/Gossiping/M.1603197482.A.ABB.html
longyin,10/20,1,Re: [問卦] 為什麼哈薩克可以脫離蘇聯,/bbs/Gossiping/M.1603197648.A.517.html
Conan5566,10/20,46,[問卦] 川普要怎麼破解只開一支麥克風？,/bbs/Gossiping/M.1603197689.A.B95.html
hoyumi,10/20,4,[新聞] 北市牛肉麵冠軍出爐 清燉紅燒番茄口味各,/bbs/Gossiping/M.1603197852.A.824.html
jiern,10/20,17,[新聞] 地價漲不停！台南市府：標售回收開發成,/bbs/Gossiping/M.1603197862.A.C0A.html
ck6fuz516,10/20,5,[問卦] 男孩年過30不會騎機車會很魯嗎?,/bbs/Gossiping/M.1603197919.A.665.html
choosing,10/20,46,[新聞] 東京證交所系統異常原因曝光 備援系統5年,/bbs/Gossiping/M.1603197959.A.4C4.html
llgod,10/20,7,[問卦] 看過幼女戰紀的進來,/bbs/Gossiping/M.1603197962.A.FEF.html
av012345610,10/20,2,[問卦] 帝愛為何不出一台沼澤SLOT,/bbs/Gossiping/M.1603197973.A.4E6.html
hvariables,10/20,45,[新聞] 蔡政府跟拜登沒交集？府：外行說法,/bbs/Gossiping/M.1603196603.A.CFA.html
ckt0830,10/20,8,[問卦] 怎麼沒什麼人在撐泰國？,/bbs/Gossiping/M.1603196672.A.761.html
jacky60302,10/20,29,Re: [問卦] 為什麼鰻魚飯這麼貴? 室內循環水養殖,/bbs/Gossiping/M.1603196699.A.D05.html
laverne1,10/20,5,[問卦] 輕井澤集團稱霸台灣了嗎？,/bbs/Gossiping/M.1603196730.A.F0F.html
cdcardabc,10/20,3,[問卦] 中共對於美國爆料的反應是否有點反常,/bbs/Gossiping/M.1603196937.A.950.html
qazStarStar,10/20,12,[問卦] 國動不就只是一個偏激魯肥宅？,/bbs/Gossiping/M.1603196993.A.7BB.html
hithaman,10/20,17,[新聞] 視察智慧校園4.0 柯文哲：北一女計畫是,/bbs/Gossiping/M.1603197032.A.F04.html
Whitening,10/20,1,[新聞] 錯認斐濟是我邦交國 吳斯懷指我與中國衝,/bbs/Gossiping/M.1603197048.A.242.html
aure0914,10/20,13,[問卦] 如果把人身體中間打穿一個洞的話會死嗎？,/bbs/Gossiping/M.1603197061.A.925.html
mikepopkimo,10/20,3,[問卦] 呆丸郎是不是淑娜？！,/bbs/Gossiping/M.1603197074.A.FAA.html
startupownbs,10/20,12,[問卦] 對於高房價，財政部中了建商幻術嗎？,/bbs/Gossiping/M.1603197102.A.400.html
kid80618,10/20,1,[問卦] 保險算是零和遊戲嗎？,/bbs/Gossiping/M.1603195991.A.35A.html
golang,10/20,4,Re: [新聞] 丁小芹網路賣假包 判刑2年半定讞須入獄,/bbs/Gossiping/M.1603195997.A.607.html
cleversun,10/20,5,[新聞] 坦言中國IT產業基礎薄弱！龍芯董事長喊,/bbs/Gossiping/M.1603196057.A.B8A.html
victor87710,10/20,5,[問卦] 急! 我朋友被對手打到臉部凹陷,/bbs/Gossiping/M.1603196064.A.670.html
ntlutw,10/20,2,Re: [問卦] 南韓有歌頌北韓的電視台嗎？,/bbs/Gossiping/M.1603196162.A.063.html
jungi1126,10/20,5,Re: [問卦] 有Dua Lipa的八卦？,/bbs/Gossiping/M.1603196203.A.541.html
fnm525,10/20,2,Re: [問卦] 以後地球被太陽吞掉後冥間的人去哪?,/bbs/Gossiping/M.1603196242.A.62C.html
sdtgfsrt,10/20,1,[問卦] 巴哈最近好多功能都要手機認證,/bbs/Gossiping/M.1603196261.A.3EF.html
eereer12325,10/20,[email protected],[問卦] 盒盒想養貓貓～@,/bbs/Gossiping/M.1603196267.A.CFA.html
maybetodo,10/20,2,[問卦] 被罵偽政權的感覺是什麼呢？,/bbs/Gossiping/M.1603196285.A.A9E.html
suntree,10/20,19,[問卦] 有范琪斐的八卦嗎？,/bbs/Gossiping/M.1603196369.A.A09.html
ha3810996,10/20,3,[問卦] 該不該先教召旅遊業者計程車司機8+9？,/bbs/Gossiping/M.1603196411.A.B37.html
TaraSoYeon,10/20,6,[問卦] 為什麼swag女生都要戴套口交？,/bbs/Gossiping/M.1603196428.A.3BC.html
radiotofu,10/20,4,[問卦] PTT上最印象深刻的一句話？,/bbs/Gossiping/M.1603196440.A.60E.html
ives522,10/20,2,[問卦] 為什麼去教召不會被長官狗幹,/bbs/Gossiping/M.1603196565.A.838.html
ttww1991,10/20,1,[問卦] 包莖老外vs13cm香菇頭台男 女生怎麼選？,/bbs/Gossiping/M.1603196595.A.3D7.html
wakaura,10/20,2,[問卦] 晚餐吃麥當當2個漢堡贏了多少人？,/bbs/Gossiping/M.1603195237.A.851.html
chee77724,10/20,9,[新聞] 藍營戰美豬1個月 自家民調曝政黨支持幾,/bbs/Gossiping/M.1603195249.A.683.html
coco543961,10/20,5,[問卦] 用十塊錢怎麼贏兩千五百萬？,/bbs/Gossiping/M.1603195358.A.C3E.html
Yvohcna,10/20,3,Re: [新聞] 丹麥性教育節目太前衛惹議　成年男女在,/bbs/Gossiping/M.1603195421.A.BB1.html
